Feature1,Feature2,Label
0.7717444034211738,-0.5480857562296222,1
0.18941604875511783,-0.2619816631639887,1
0.9183590579284282,0.44327650644308514,0
1.0212132416459971,-0.48852320125156157,1
1.178441521651902,-0.3691925533858509,1
-1.0626910899553141,0.11620227161963315,0
1.2345080706595914,-0.46158934977594346,1
0.7118387202105483,-0.39301214412066793,1
0.5424892516984563,0.824463685709329,0
-0.7524714225389749,0.8289076441927644,0
1.901708447704126,0.2424211949294905,1
0.904849605105552,0.312769478400408,0
0.2107369857285859,-0.2945260553240471,1
1.4110974985409228,-0.6020780131329297,1
0.956855636925268,0.28719717818295976,0
-0.09989627199126562,1.0051609388470406,0
1.744859671379228,0.08024535983850917,1
-0.45030917606964105,0.973776320800664,0
1.0908097408463187,-0.6123115883756988,1
0.0955788040124774,0.1919302332325325,1
0.41223736272434214,-0.1645448555166114,1
-0.3490685963118899,0.9584750000793144,0
-0.9011812011426276,0.47910227630632934,0
-0.8024324436313471,0.47482962715349425,0
1.0113262726244796,-0.6603066862228973,1
-0.7699808258701435,0.5671881259147568,0
0.4283312480452634,-0.3100690180182728,1
2.053687446025617,0.2610424402217359,1
1.2775989676171973,-0.5266482681406804,1
1.9020010279713035,0.3747569187876223,1
-0.3623653815558995,0.9706112414455768,0
0.40419141494902217,0.9797576114468081,0
0.8902133809604226,0.1332792233486022,0
-0.8886478705539415,0.5871754797234813,0
0.7302152071311763,-0.4869574115483953,1
0.01565065379653756,0.5232181036200276,1
0.08680304802254385,-0.044941772173203276,1
0.07670231148561071,-0.1739985496091265,1
1.9457138523983282,0.5416050046261425,1
0.8788299421726422,0.18334721460767026,0
1.117826954965578,-0.7064984178442268,1
-0.2583592004571086,1.0213196545290302,0
-0.20036442716104966,0.9508962473271001,0
0.7405755653873701,0.6272518380420724,0
0.36876065208037,0.7490622217095685,0
-0.8626212302327305,0.3172482619869754,0
1.1587665379282746,-0.6173898596380683,1
0.2716898621002388,0.9180149410382501,0
1.0033234329177654,0.11512350456014467,0
0.6518100837338142,0.882193649567791,0
-0.04093823836279954,0.861163519803368,0
0.6016031964177969,-0.40970948894709625,1
-0.003587059280547533,-0.016840304103980686,1
-0.6760310453728932,0.7821767481502779,0
0.12739550451264564,0.9659490935451285,0
1.6177812936233795,-0.31597999643120905,1
0.04006927927734999,0.139264178457094,1
0.8933699796449329,0.24389032355693757,0
2.145994086282356,0.2279877697708904,1
-0.06324101977952461,0.39769329036757634,1
-0.9010286777223675,0.29941116859446565,0
-1.199514100341278,0.29068739802805477,0
0.2290488981254476,1.0727646980293968,0
1.9228036600925769,0.5274677862632732,1
1.985383230929926,0.2699692498023024,1
0.8849326014337251,-0.37882990195267313,1
1.6168586507031655,-0.20637438541800884,1
-0.7586458419679296,0.6700969468434668,0
1.1427900729884526,0.30330167180907985,0
0.5517972211721268,0.9385113413959446,0
0.01776385190046964,0.43212544881402287,1
1.0337839361202914,-0.4602727366053288,1
1.7228126599073883,0.14466346876221647,1
0.8304718685764751,0.47100951194645,0
-0.9278098771516421,0.05915542569781553,0
1.5315158452567492,-0.38156702149274024,1
0.780201506596088,0.687412380458611,0
-0.4701763464750312,0.9973406256369701,0
0.23827028076379703,-0.33381596765108407,1
-0.9952368429588255,0.30035029257695,0
-0.7981049891610299,0.5793754970229658,0
0.015982973079392625,0.2799830695875895,1
1.667883471260011,-0.25407785727226606,1
0.8078682613174311,-0.5646852463191095,1
1.165077336064361,-0.49099176686165524,1
-0.04738820109994035,1.2251722650726944,0
0.6690141546109112,-0.3711435068654412,1
1.0852608953720426,-0.6188389264413168,1
1.6769865095993204,-0.4186420430733089,1
0.9945985940037911,-0.40483762692645264,1
1.7608573157604972,0.1942826874701907,1
0.5312601220853388,0.9662090586729642,0
1.9491392130209328,-0.08436591273127386,1
0.25067558583024074,-0.35411806473734686,1
-0.0432032814757622,0.4298079181474519,1
-0.02227723544886883,0.3477929846086955,1
-0.4722657741648058,0.8828893731362011,0
0.34248467757697426,0.7642536544393933,0
0.34256534077827516,-0.17700913471695018,1
0.863612743559301,0.31835690693967333,0
1.7445351485371379,0.08172676142616697,1
1.4641577734541604,-0.29687608032413865,1
-0.814855418591411,0.4665357575827388,0
0.18961855408548733,0.10554816819719548,1
0.07216062788632342,1.013371142219903,0
1.0336215306271397,-0.538096033195159,1
1.3921257162782221,-0.5208339349665517,1
0.6283822215465473,-0.5159749634355242,1
2.057387790044324,0.24519819994906172,1
0.8059833267587093,-0.4306226808389905,1
0.06788579294316437,0.2586995472445318,1
-0.0027397817379073187,0.3993940639125889,1
0.5977376314870244,0.679719264374832,0
-0.403816942820156,0.881732642249312,0
1.4977641814962823,-0.5351895821705983,1
0.20243399976650348,0.806445350279647,0
0.22836711911648674,0.1656120168383325,1
1.977553953057105,0.08775626375243278,1
-0.715883827942611,0.5710629055628315,0
0.8743825470511567,0.35229910900176836,0
0.9046083634475929,0.688166286367922,0
-0.8513422899834049,0.14846656605978684,0
0.8837689628293723,0.21940003114180595,0
0.45691348033204227,0.9605141911621989,0
-0.18739590701928263,1.0354926101953201,0
-0.5834897101482379,0.7527878298311477,0
0.11723161555068266,-0.08380504282555755,1
0.37988719121944947,-0.2997079029764843,1
-0.004136108114131246,0.2467973918107871,1
1.1697177722550418,0.15268822257804204,0
-0.4008674733118693,0.9132055246585963,0
0.20836512955490635,0.34096920100377404,1
0.37376337313139896,1.0179850008888784,0
-0.05198468274859669,0.9998950659577298,0
-0.9811729984170291,0.25971862399994355,0
0.5641866847945582,-0.6218916441558395,1
1.6538929859800562,-0.17637928877916148,1
1.8657138486147822,-0.050993865393860416,1
0.7518380410867042,0.7745824614975974,0
1.6967773869875236,-0.07658249581037413,1
1.0448281264213373,0.2712086459273302,0
-0.5528075763838173,0.7820889481173604,0
0.8657390790654962,-0.6114442902415702,1
0.9894070848436614,0.08264066591824071,0
0.09845515957304576,0.3414329068766232,1
