Feature1,Feature2,Label
-0.24646622615537717,0.20737166617787112,1
-0.0657504005738978,0.37802127115271655,1
0.8514050575092483,0.5782302767925644,0
-0.3469273744819139,0.07108506075570059,1
-0.3944402722255484,-0.1791384708772601,1
0.7829104733406207,-0.6306301040822255,0
-0.3318575506759072,-0.06731754573086114,1
-0.23382239501630514,0.30172545450027255,1
-0.5278720370892971,0.7885979294686968,0
-0.23909345667494872,-0.9482075248146071,0
0.32524769984834817,-0.19717214611783043,1
0.7862403691990802,0.588659210243726,0
0.040733515862290556,0.3269613685142944,1
-0.2604663472154174,-0.43962984126470284,1
0.6358606874137344,0.7164270352438589,0
-1.054341997070281,0.04448390769224853,0
0.08662864793041324,-0.3032718767477247,1
-0.8736598398611202,-0.5744327088250135,0
-0.3963625557395768,-0.12511217357350066,1
0.35933232931062753,0.2127793031362252,1
-0.003221857746377961,0.4389839658454959,1
-0.27935378898806873,-0.8550367541166808,0
0.44483694322273876,-0.8981725381100114,0
0.6924069695430449,-0.7377500562396597,0
-0.3648393042209115,-0.030714508789819905,1
0.14486672234246442,-1.0261738784232728,0
-0.09357169829394432,0.3803575072369154,1
0.3786774416886691,-0.2054957089377729,1
-0.33259419624985187,-0.17057077591066816,1
0.3440367274976097,-0.10366716098723137,1
-0.7578460763448288,-0.634463017212351,0
-0.8168110383537087,0.366011695101646,0
0.8965791202128423,0.3115675579536139,0
0.3643357877197974,-0.8977890778998278,0
-0.46447311517368367,0.10263905457595869,1
0.4078253268982688,0.011609051810013789,1
0.15545261059967658,0.34258534520568557,1
0.020137302595135784,0.36476556698115437,1
0.3725060582387075,0.004052240821391304,1
0.92033847914271,0.24697159590325898,0
-0.3238729164752333,-0.07002811391775034,1
-0.8116083041711948,-0.5195461474918313,0
-1.0004550124062426,-0.26855347788129447,0
0.13943899968306409,0.9743827889929019,0
-0.684581254811214,0.6593446351608956,0
0.9533283384785685,-0.39065424958308725,0
-0.39895291705597535,-0.25117528806409656,1
-0.8696585164167747,0.41584578069427447,0
0.9644171556981063,0.2730653760872168,0
-0.2744400568214378,0.9857939734779539,0
-1.0327727281726835,0.014509645562562956,0
-0.4296695918842995,0.2232204385960465,1
0.1688424641845713,0.3031188659385472,1
-0.29873552253779123,-0.9657909316111354,0
-0.8805074476181651,0.6305867101180019,0
-0.12881168338913102,-0.3643241562831671,1
0.2760431423836411,0.2786888506849146,1
0.4832483524018683,0.7475739414098822,0
0.4112729983428706,-0.22895444597692793,1
0.3642254514064402,0.03058562466634164,1
0.808380546193299,-0.626952977230029,0
0.8766133773447309,-0.1046870477497939,0
-0.881833712905487,0.5327623096875056,0
0.3483253066236073,-0.038793866065499005,1
0.33792398219459296,-0.20467190919321682,1
-0.45191180034689116,0.07730752597581497,1
-0.13582080839928976,-0.2968385095081578,1
-0.09419489751139304,-1.0220780843513109,0
0.7843264412430553,0.6901440343413168,0
-0.35536953235573104,0.9941265576220263,0
0.39231951283719524,0.1286236388536066,1
-0.4168183319889349,-0.0316304990333456,1
0.1049853740392629,-0.2790242870054986,1
0.41987108930864436,0.8708181422661769,0
1.0019023152302267,-0.27172587653428304,0
-0.12514613499510266,-0.46304480847507307,1
0.05563107751786368,0.9918020115675321,0
-0.6112841928457974,-0.7426427277253828,0
-0.1147745018628017,0.3591750455419541,1
0.7897730039158836,-0.5830676728266196,0
0.2262422975461265,-0.9879232624926557,0
0.36233686295225803,0.15732939341576133,1
-0.010864011615864512,-0.43986034079901254,1
-0.3445588862095681,0.13330831752419472,1
-0.4000134670237454,-0.22282541630553665,1
-1.0070061809070492,0.07096052113571136,0
-0.37738071785701427,0.254373839997727,1
-0.36264058328976845,-0.05944724776018658,1
-0.08494414887984904,-0.4396166385277273,1
-0.48348128391738254,-0.16238549342271696,1
0.20379292179667852,-0.2512721192811798,1
-0.3031203655021264,1.0461401066071518,0
0.20843170454664128,-0.3914145508279697,1
-0.05950808836315939,0.33850682121660264,1
0.37655101208517217,0.019453362573700735,1
0.3595158708754082,0.1393818514590515,1
-0.4343699602334182,-0.8687208563815558,0
